Name,Race,Flavor,Positive effects,Negative effects,Medical effects
Crater Lake,hybrid,"['Citrus', 'Pine', 'Pungent']","['Relaxed', 'Euphoric', 'Happy', 'Talkative', 'Uplifted']",['Dry Mouth'],"['Depression', 'Pain', 'Stress', 'Fatigue', 'Eye Pressure']"
Crazy Miss Hyde,hybrid,"['Sweet', 'Vanilla', 'Butter']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']",[],"['Depression', 'Pain', 'Nausea', 'Eye Pressure', 'Inflammation']"
Cream Caramel,indica,"['Sweet', 'Earthy', 'Honey']","['Relaxed', 'Euphoric', 'Happy', 'Sleepy', 'Focused']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Muscle Spasms']"
Crimea Blue,hybrid,"['Blueberry', 'Pine', 'Pungent']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Eye Pressure']"
Critical 47,hybrid,"['Honey', 'Skunk', 'Pungent']","['Relaxed', 'Happy', 'Creative', 'Sleepy', 'Giggly']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Stress', 'Cramps', 'Inflammation']"
Critical Bilbo,hybrid,"['Tobacco', 'Cheese', 'Pepper']","['Relaxed', 'Euphoric', 'Happy', 'Talkative']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Stress', 'Inflammation', 'Spasticity']"
Critical Cheese,hybrid,"['Cheese', 'Pungent', 'Earthy']","['Hungry', 'Euphoric', 'Creative', 'Uplifted', 'Focused']",['Dry Mouth'],"['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']"
Critical Haze,hybrid,"['Citrus', 'Spicy/Herbal', 'Earthy']","['Relaxed', 'Happy', 'Uplifted', 'Aroused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']"
Critical Hog,indica,"['Earthy', 'Pungent', 'Flowery']","['Relaxed', 'Hungry', 'Happy', 'Uplifted']","['Dizzy', 'Dry Mouth']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']"
Critical Jack,hybrid,"['Citrus', 'Lemon', 'Pine']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Focused']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Fatigue']"
Critical Kali Mist,sativa,"['Pine', 'Sweet', 'Earthy']","['Euphoric', 'Happy', 'Creative', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth']","['Depression', 'Stress', 'Fatigue', 'Inflammation', 'Muscle Spasms']"
Critical Kush,indica,"['Earthy', 'Pungent', 'Woody']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']"
Critical Mass,indica,"['Earthy', 'Sweet', 'Pungent']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Inflammation']"
Critical Plus,hybrid,"['Pungent', 'Woody', 'Pine']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Focused']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Stress', 'Nausea', 'Headache', 'Headaches']"
Critical Plus 2.0,indica,"['Skunk', 'Lemon', 'Pungent']","['Relaxed', 'Euphoric', 'Uplifted', 'Tingly', 'Giggly']",[],['Fatigue']
Critical Sensi Star,indica,"['Sweet', 'Tree Fruit', 'Citrus']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Cramps', 'Muscle Spasms']"
Critical Widow,hybrid,"['Citrus', 'Sweet', 'Pungent']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused']",['Dizzy'],"['Depression', 'Pain', 'Stress', 'Cramps', 'Inflammation']"
Critters Cookies,hybrid,"['Earthy', 'Lemon', 'Pungent']","['Relaxed', 'Happy', 'Uplifted', 'Giggly']",['Dry Mouth'],"['Depression', 'Pain', 'Stress']"
Crosswalker,indica,"['Blueberry', 'Pine', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted']",['Dry Eyes'],"['Depression', 'Pain', 'Nausea', 'Eye Pressure', 'Inflammation']"
Crouching Tiger Hidden Alien,indica,"['Pine', 'Earthy', 'Spicy/Herbal']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Sleepy']",['Dry Mouth'],"['Pain', 'Stress', 'Nausea', 'Inflammation', 'Muscle Spasms']"
Crown OG,indica,"['Diesel', 'Chemical', 'Pepper']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Tingly']",[],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']"
Crown Royale,indica,"['Sweet', 'Pungent', 'Flowery']","['Relaxed', 'Euphoric', 'Happy', 'Focused', 'Aroused']",['Dry Mouth'],"['Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Muscle Spasms']"
Crunch Berry Kush,hybrid,"['Berry', 'Sweet', 'Lemon']","['Relaxed', 'Euphoric', 'Happy', 'Focused']",['Dry Mouth'],"['Depression', 'Insomnia', 'Stress', 'Lack of Appetite', 'Nausea']"
Crypt,hybrid,"['Sweet', 'Cheese', 'Lemon']","['Relaxed', 'Euphoric', 'Happy', 'Focused', 'Giggly']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']"
Crystal Coma,sativa,"['Earthy', 'Citrus', 'Sweet']","['Euphoric', 'Happy', 'Creative', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headaches']"
Crystal Gayle,hybrid,"['Earthy', 'Diesel', 'Skunk']","['Hungry', 'Euphoric', 'Happy', 'Creative', 'Focused']",['Dry Mouth'],['Muscle Spasms']
Crystalberry,indica,"['Sweet', 'Berry', 'Blueberry']","['Relaxed', 'Hungry', 'Sleepy', 'Giggly', 'Aroused']",['Dry Eyes'],"['Insomnia', 'Pain', 'Stress', 'Nausea', 'Headaches']"
Cuvee,indica,"['Citrus', 'Flowery', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']",['Anxious'],"['Depression', 'Pain', 'Stress', 'Cramps', 'Headaches']"
DJ Short Blueberry,indica,"['Blueberry', 'Sweet', 'Berry']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']"
DJ Smoke,hybrid,"['Sweet', 'Lavender', 'Pungent']","['Relaxed', 'Euphoric', 'Focused']","['Dry Mouth', 'Dry Eyes']",[]
Dairy Queen,hybrid,"['Cheese', 'Sweet', 'Berry']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Fatigue']"
Dakini  Kush,indica,"['Coffee', 'Berry', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Sleepy']",['Dry Mouth'],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Eye Pressure']"
Damn Sour,sativa,"['Earthy', 'Sweet', 'Citrus']","['Hungry', 'Euphoric', 'Happy', 'Creative', 'Energetic']",[],"['Depression', 'Pain', 'Cramps', 'Nausea', 'Headaches']"
Damnesia,hybrid,"['Pepper', 'Spicy/Herbal', 'Earthy']","['Relaxed', 'Happy', 'Energetic', 'Talkative', 'Uplifted']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']"
Dance World,sativa,"['Flowery', 'Pungent', 'Citrus']","['Relaxed', 'Happy', 'Energetic', 'Talkative', 'Uplifted']",['Dry Mouth'],"['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Inflammation']"
Dancehall,hybrid,"['Earthy', 'Sweet', 'Spicy/Herbal']","['Relaxed', 'Happy', 'Creative', 'Uplifted', 'Focused']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Cramps', 'Inflammation']"
Dank Schrader,indica,"['Tropical', 'Pine', 'Earthy']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Inflammation']"
Dank Sinatra,hybrid,"['Berry', 'Blue Cheese', 'Diesel']","['Relaxed', 'Euphoric', 'Happy', 'Sleepy', 'Focused']",[],"['Depression', 'Fatigue']"
Danky Doodle,indica,"['Honey', 'Pungent', 'Skunk']","['Relaxed', 'Euphoric', 'Happy', 'Talkative', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']"
Dark Blue Dream,hybrid,"['Sweet', 'Berry', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']",[],"['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Headaches']"
Dark Side of the Moon,indica,"['Earthy', 'Berry', 'Spicy/Herbal']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headaches']"
Dark Star,indica,"['Earthy', 'Woody', 'Pine']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Headaches']"
Darkside OG,indica,"['Earthy', 'Sweet', 'Lemon']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Dry Mouth', 'Dry Eyes']","['Insomnia', 'Pain', 'Fatigue', 'Eye Pressure', 'Muscle Spasms']"
Darth Vader OG,indica,"['Grape', 'Earthy', 'Pungent']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Inflammation']"
Dawg's Waltz,hybrid,"['Skunk', 'Earthy', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dry Mouth', 'Dry Eyes']","['Insomnia', 'Pain', 'Stress', 'Fatigue', 'Muscle Spasms']"
Dawgfather OG,hybrid,"['Chemical', 'Pepper', 'Pungent']","['Relaxed', 'Sleepy']",[],"['Insomnia', 'Pain']"
Day Tripper,hybrid,"['Butter', 'Citrus', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth']","['Insomnia', 'Pain', 'Nausea', 'Fatigue', 'Muscle Spasms']"
Deadhead OG,hybrid,"['Earthy', 'Pungent', 'Diesel']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']"
Deadwood,indica,"['Berry', 'Earthy', 'Lavender']","['Relaxed', 'Creative', 'Sleepy', 'Focused']",['Dry Mouth'],"['Pain', 'Stress', 'Muscle Spasms']"
Death Bubba,indica,"['Pungent', 'Earthy', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']"
Death Star,indica,"['Earthy', 'Diesel', 'Pungent']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Muscle Spasms']"
Death Star OG,indica,"['Earthy', 'Sweet', 'Pungent']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']"
Deep Cheese,hybrid,"['Cheese', 'Pungent', 'Skunk']","['Relaxed', 'Happy', 'Uplifted', 'Sleepy', 'Focused']","['Dry Mouth', 'Paranoid', 'Dry Eyes']","['Cramps', 'Lack of Appetite', 'Nausea', 'Fatigue']"
Deep Chunk,indica,"['Earthy', 'Plum', 'Ammonia']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Sleepy']",['Dry Mouth'],"['Insomnia', 'Pain', 'Stress', 'Fatigue', 'Eye Pressure']"
Deep Purple,indica,"['Grape', 'Earthy', 'Ammonia']","['Relaxed', 'Euphoric', 'Happy', 'Tingly', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Inflammation']"
Deep Sleep,indica,"['Sweet', 'Pungent', 'Diesel']","['Relaxed', 'Euphoric', 'Happy', 'Tingly', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Muscle Spasms']"
DelaHaze,sativa,"['Citrus', 'Lemon', 'Mango']","['Euphoric', 'Happy', 'Energetic', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Inflammation']"
Denver Maple,indica,"['Sweet', 'Earthy', 'Pine']","['Relaxed', 'Happy', 'Uplifted', 'Sleepy', 'Giggly']",['Dry Eyes'],"['Depression', 'Stress', 'Cramps', 'Headaches', 'Eye Pressure']"
Desert Star,hybrid,['Earthy'],"['Hungry', 'Creative', 'Tingly', 'Sleepy']",['Dry Mouth'],"['Depression', 'Pain', 'Stress', 'Nausea', 'Spasticity']"
Destroyer,sativa,"['Lavender', 'Flowery', 'Sweet']","['Euphoric', 'Happy', 'Energetic', 'Uplifted', 'Giggly']",[],"['Depression', 'Insomnia', 'Stress', 'Cramps', 'Fatigue']"
Devil Fruit,indica,"['Pepper', 'Woody', 'Spicy/Herbal']","['Relaxed', 'Euphoric', 'Happy', 'Focused']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Spasticity']"
Devil's Tit,sativa,"['Nutty', 'Pepper', 'Pine']","['Relaxed', 'Euphoric', 'Creative', 'Energetic', 'Focused']","['Paranoid', 'Anxious']","['Depression', 'Lack of Appetite', 'Fatigue', 'Headaches', 'Inflammation']"
Diablo,indica,"['Earthy', 'Spicy/Herbal', 'Pungent']","['Relaxed', 'Euphoric', 'Happy', 'Tingly', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']"
Diamond OG,indica,"['Pine', 'Woody', 'Sweet']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Muscle Spasms']"
Diamond Valley Kush,hybrid,"['Earthy', 'Spicy/Herbal', 'Pungent']","['Relaxed', 'Happy', 'Creative', 'Energetic', 'Focused']",['Anxious'],"['Depression', 'Stress', 'Cramps', 'Fatigue', 'Eye Pressure']"
Diesel Duff,hybrid,"['Flowery', 'Honey', 'Skunk']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headache', 'Headaches', 'Muscle Spasms']"
Dieseltonic,hybrid,"['Diesel', 'Earthy', 'Woody']","['Relaxed', 'Sleepy', 'Focused', 'Giggly']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headaches', 'Inflammation']"
Digweed,indica,"['Earthy', 'Skunk', 'Pungent']","['Relaxed', 'Happy', 'Creative', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Cramps', 'Inflammation']"
Dinachem,hybrid,"['Diesel', 'Pungent', 'Tropical']","['Relaxed', 'Euphoric', 'Energetic', 'Talkative', 'Uplifted']",[],"['Depression', 'Stress']"
Dirty Girl,sativa,"['Sweet', 'Flowery', 'Pine']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Eye Pressure']"
Dirty Widow,hybrid,"['Sweet', 'Earthy', 'Pungent']","['Hungry', 'Euphoric', 'Energetic', 'Uplifted']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Stress', 'Lack of Appetite', 'Fatigue']"
Disney Blue,hybrid,"['Blueberry', 'Pungent', 'Berry']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']",['Dry Mouth'],"['Depression', 'Stress', 'Fatigue', 'Headaches', 'Inflammation']"
Dizzy OG,hybrid,"['Earthy', 'Woody', 'Berry']","['Relaxed', 'Euphoric', 'Creative', 'Talkative', 'Giggly']",[],"['Depression', 'Insomnia', 'Stress', 'Cramps', 'Nausea']"
Django,sativa,"['Earthy', 'Sweet', 'Pungent']","['Euphoric', 'Happy', 'Energetic', 'Talkative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Stress', 'Fatigue', 'Muscle Spasms']"
Do-Si-Dos,indica,"['Earthy', 'Sweet', 'Pungent']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']"
Doctor Doctor,sativa,"['Citrus', 'Flowery', 'Strawberry']","['Relaxed', 'Happy', 'Uplifted', 'Focused', 'Aroused']",['Dry Eyes'],"['Pain', 'Nausea', 'Headaches', 'Inflammation', 'Muscle Spasms']"
Dog Shit,hybrid,"['Earthy', 'Pungent', 'Berry']","['Relaxed', 'Euphoric', 'Creative', 'Energetic']","['Dry Mouth', 'Paranoid', 'Anxious']","['Depression', 'Pain', 'Stress', 'Headache', 'Headaches', 'Muscle Spasms']"
Dogwalker OG,hybrid,"['Earthy', 'Pungent', 'Diesel']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Giggly']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']"
Dolla Sign OG Kush,indica,"['Flowery', 'Pungent', 'Sweet']","['Creative', 'Energetic']","['Dry Mouth', 'Dry Eyes', 'Anxious']",['Fatigue']
Don Shula,hybrid,"['Citrus', 'Pungent', 'Tropical']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']",['Dry Mouth'],"['Depression', 'Stress', 'Fatigue', 'Headaches']"
Donegal,hybrid,"['Earthy', 'Woody', 'Pungent']","['Relaxed', 'Euphoric', 'Energetic', 'Talkative']",['Anxious'],"['Depression', 'Insomnia', 'Stress', 'Fatigue']"
Donna OG,hybrid,"['Pungent', 'Skunk', 'Sweet']","['Relaxed', 'Euphoric', 'Creative', 'Energetic']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']"
Doobiebird Daydream,hybrid,"['Blueberry', 'Earthy', 'Pine']","['Relaxed', 'Euphoric', 'Creative', 'Uplifted']",['Dry Mouth'],"['Headaches', 'Eye Pressure']"
Doox,sativa,"['Citrus', 'Lemon', 'Lime']","['Euphoric', 'Happy', 'Energetic', 'Uplifted', 'Focused']",['Dry Mouth'],"['Depression', 'Pain', 'Stress', 'Inflammation', 'Muscle Spasms']"
Dopium,hybrid,"['Pine', 'Pungent', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Headaches']"
Dorit,indica,"['Cheese', 'Earthy', 'Minty']","['Relaxed', 'Euphoric', 'Uplifted', 'Focused', 'Giggly']",['Dry Eyes'],"['Pain', 'Stress', 'Inflammation']"
Double Barrel OG,hybrid,['Earthy'],"['Relaxed', 'Euphoric', 'Creative', 'Focused']","['Dry Mouth', 'Paranoid', 'Anxious']","['Depression', 'Headache']"
Double Diesel,sativa,"['Diesel', 'Lime', 'Citrus']","['Relaxed', 'Happy', 'Creative', 'Energetic', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Stress', 'Lack of Appetite', 'Headache', 'Headaches']"
Double Dream,hybrid,"['Berry', 'Sweet', 'Flowery']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Inflammation']"
Double Dutch,hybrid,"['Tar', 'Earthy', 'Sweet']","['Hungry', 'Euphoric', 'Happy', 'Uplifted']",['Dry Mouth'],"['Depression', 'Stress', 'Lack of Appetite', 'Nausea', 'Inflammation']"
Double OG,indica,"['Earthy', 'Skunk', 'Woody']","['Relaxed', 'Happy', 'Creative', 'Talkative', 'Focused']","['Dizzy', 'Dry Mouth']","['Insomnia', 'Pain', 'Headache', 'Headaches', 'Eye Pressure', 'Muscle Spasms']"
Double Purple Doja,indica,"['Earthy', 'Grape', 'Pungent']","['Relaxed', 'Creative', 'Sleepy']","['Dry Mouth', 'Anxious']","['Pain', 'Stress', 'Headaches', 'Inflammation', 'Muscle Spasms']"
Double Tangie Banana,hybrid,"['Citrus', 'Orange', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headaches']"
Dr. Feelgood,hybrid,"['Earthy', 'Woody', 'Nutty']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Focused']",[],"['Depression', 'Insomnia', 'Stress', 'Cramps', 'Eye Pressure']"
Dr. Funk,indica,"['Earthy', 'Lemon', 'Citrus']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Tingly']",['Dry Mouth'],"['Insomnia', 'Pain', 'Stress', 'Headaches', 'Muscle Spasms']"
Dr. Grinspoon,sativa,"['Spicy/Herbal', 'Citrus', 'Lemon']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']"
Dr. Who,hybrid,"['Earthy', 'Citrus', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Headaches']"
Dragon OG,hybrid,"['Berry', 'Lemon', 'Spicy/Herbal']","['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Aroused']",[],"['Depression', 'Stress', 'Spasticity']"
Dragon's Breath,hybrid,"['Skunk', 'Earthy', 'Spicy/Herbal']","['Relaxed', 'Happy', 'Talkative', 'Focused']",['Dry Mouth'],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Muscle Spasms']"
Dreadlock,hybrid,"['Earthy', 'Diesel', 'Pine']","['Relaxed', 'Happy', 'Creative', 'Energetic', 'Focused']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress']"
Dream Beaver,sativa,"['Pineapple', 'Woody', 'Earthy']","['Creative', 'Energetic', 'Talkative', 'Uplifted']","['Dry Mouth', 'Dry Eyes']","['Pain', 'Fatigue', 'Spasticity', 'Seizures', 'Muscle Spasms']"
Dream Berry,indica,"['Berry', 'Sweet', 'Grapefruit']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']"
Dream Lotus,hybrid,"['Spicy/Herbal', 'Woody', 'Apple']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headaches']"
Dream Police,hybrid,"['Earthy', 'Berry']","['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Aroused']",[],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Inflammation']"
Dream Queen,hybrid,"['Sweet', 'Flowery', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Aroused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headaches']"
Dream Star,hybrid,"['Earthy', 'Pungent', 'Sage']","['Euphoric', 'Happy', 'Creative', 'Talkative', 'Uplifted']","['Dry Mouth', 'Paranoid', 'Dry Eyes']","['Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Nausea']"
Dreamer’s Glass,hybrid,"['Earthy', 'Skunk', 'Sweet']","['Relaxed', 'Hungry', 'Creative', 'Talkative', 'Uplifted']","['Dry Mouth', 'Paranoid', 'Anxious']","['Depression', 'Lack of Appetite', 'Fatigue', 'Seizures', 'Muscle Spasms']"
Drizella,sativa,"['Earthy', 'Pungent', 'Sweet']","['Euphoric', 'Happy', 'Energetic', 'Uplifted', 'Giggly']",[],"['Depression', 'Stress', 'Cramps', 'Fatigue', 'Headaches']"
Duke Nukem,hybrid,"['Sweet', 'Pungent', 'Flowery']","['Happy', 'Creative', 'Energetic', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Fatigue']"
Durban Berry,hybrid,"['Berry', 'Blueberry', 'Pine']","['Relaxed', 'Happy', 'Creative', 'Energetic', 'Focused']",[],"['Depression', 'Stress', 'Lack of Appetite', 'Headaches', 'Eye Pressure']"
Durban Cheese,hybrid,"['Cheese', 'Blue Cheese', 'Earthy']","['Relaxed', 'Hungry', 'Euphoric', 'Uplifted', 'Giggly']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Pain', 'Stress', 'Cramps', 'Nausea', 'Headache', 'Fatigue']"
