Name,Brand,Rating,Price,Join_name
Gold - Pineapple Rising,Flow Kana,,,gold - pineapple rising
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Cherry Pie Mendo,House of Cultivar,,,cherry pie mendo
Blueberry Lemonade,Colorado Product Services,,,blueberry lemonade
Gold Chernobyl,Abundant Organics,,,gold chernobyl
GG #4 (f.k.a. Gorilla Glue #4)  (grams only),Tryke Companies,,,gg #4
RudeBoi OG 14g,Noble Farms WA,,,rudeboi og 14g
Blue Boy,Moani Naturals,,,blue boy
Kali Kandy Popcorn,Bloom Cannabis,,,kali kandy popcorn
Obi Wan OG Kush,AZCS,,,obi wan og kush
Bluniverse,Sugarleaf,,,bluniverse
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
OG 18,Pintail Gardens,5.0,,og 18
DR WHO,Red Frog Cannabis,,,dr who
White Russian,Yerba Buena,,,white russian
Triangle Purple,Honeydew Farms,,,triangle purple
Ghostbuster,Mojave,5.0,,ghostbuster
Salmon River Og,Seattle's Private Reserve - SPR,,,salmon river og
Cherry Pie,CALIBUENO,,,cherry pie
$35 1/4 Special - Sour Power OG,Guest Strain,,,$35 1/4 special - sour power og
Jungle Jam,Bend Bud Company,,,jungle jam
Grease Monkey,Green Leaf Medical (gLeaf),5.0,,grease monkey
Lemon Meringue #2 ,Arizona Organix,,,lemon meringue #2
Sin Mint Cookies,Freddy's Fuego,,,sin mint cookies
New Glue (GG5),ORGrow,,,new glue
Starkiller OG,DogHouse Supreme Cannabis,,,starkiller og
Platinum Animal Cookies,Oregon Roots,,,platinum animal cookies
Hash Haze,Terrapin Care Station,3.9,,hash haze
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Sherbert,Tryke Companies,,,sherbert
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Chocolope,Emerald Valley Growers,,,chocolope
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Sunset Sherbet,Elyon Cannabis,,,sunset sherbet
C99 | FLY,Perch Harvests,4.0,48.0,c99 | fly
Dutchy Flower Original Glue (f.k.a “GG4”),Dutchy,,,dutchy flower original glue
Cindy Blue,Bishop Orchard,5.0,,cindy blue
Chocolope,ITEM 9,,,chocolope
goodflower: Sativa Hybrid,goodbrands,,,goodflower: sativa hybrid
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Optimus Prime,Bondi Farms,,,optimus prime
Snoop's Dream,Pilot Cannabis,,,snoop's dream
Oregon Berry,Applegate Valley Organics,,,oregon berry
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Chocolate Nightmare ,Altitude the Dispensary,,,chocolate nightmare
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Jam Sessions,East Fork Cultivars,,,jam sessions
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Platinum Garlic,Apothca,4.9,,platinum garlic
Rozay,High Grade AZ,,,rozay
Blue & Cream,Strane,4.5,,blue & cream
Creme De Mint,Dawg Star,,,creme de mint
Royal Razzberry,Lowell Herb Co.,,,royal razzberry
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Connoisseur Flower-  Diamonds,Legion of Bloom,,45.0,connoisseur flower-  diamonds
East Coast Sour Diesel,Flurish Group,,,east coast sour diesel
Pineapple Upside Down Cake (1oz./28g) - Private Stock,Claybourne Co.,,,pineapple upside down cake  - private stock
Dutchy Flower (Master Kush),Dutchy,,,dutchy flower
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Classic Flower,Humboldt Farms,,,classic flower
Banana Cookies - Balance,rythm,,,banana cookies - balance
Purple Lemon Haze,Pagoda,,,purple lemon haze
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Banana OG ,Grassroots Cannabis,,,banana og
CBD Critical Mass,Copperstate Farms,,,cbd critical mass
Hash Haze,Terrapin Care Station,3.9,,hash haze
Triple OG Popcorn,Arizona Organix,,,triple og popcorn
Panda Cookies Bong Buddies ,Phat Panda by Grow Op Farms,,,panda cookies bong buddies
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Area 51 ACDC,Artizen Cannabis,,,area 51 acdc
Midnight Moon,Pinnacle Cannabis,,,midnight moon
Chem Sour D,14er,,,chem sour d
Tropical Heat - Mid Shelf,Ponderosa Releaf Copper Top,,,tropical heat - mid shelf
Silver Lights,Kiona,,,silver lights
Venom OG,Splitbud,,,venom og
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
92 OG X Cookies & Dream,Culta,5.0,,92 og x cookies & dream
Koolato Popcorn,Bloom Cannabis,,,koolato popcorn
Purple Urkle,Leafwerx,,,purple urkle
Darkshine,Nature's Heritage,,,darkshine
Strawberry Banana,Harmony Farms,,,strawberry banana
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Cookies 'N Chem,Grassroots Cannabis,,,cookies 'n chem
Thin Mint GSC,Flow Kana,,,thin mint gsc
OG Kush Breath,Arizona Organix,,,og kush breath
Pioneer Nuggets,Pioneer Nuggets by Pioneer Production,,,pioneer nuggets
Huck x Willy Wonder,LEAP FARMS,,,huck x willy wonder
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Garlic Breath,Veritas Farms,4.0,,garlic breath
Connect 407,Canndescent,,,connect 407
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Sour Jack,MÜV Products,,,sour jack
Muddy Waters,Nature's,,,muddy waters
Timewreck,Abundant Organics,,,timewreck
Jack Herer,Lowell Herb Co.,,,jack herer
Strawberry Cough,Moani Naturals,,,strawberry cough
Zelly's Gift Popcorn,Bloom Cannabis,,,zelly's gift popcorn
Modified Grapes,Nature's,,,modified grapes
Turpentine OG Marley Green Flower,Marley Natural,,,turpentine og marley green flower
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Face Off OG,Northwest Cannabis Solutions,,,face off og
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Cherry Blossom,Cream of the Crop Gardens,,,cherry blossom
UWOG ,Outlaw Cannabis Company,,,uwog
Mimosa Popcorn,Bloom Cannabis,,,mimosa popcorn
Wedding Cake,Pilot Cannabis,,,wedding cake
Green Crack,CALIBUENO,,,green crack
Monster Berry ,Walden Cannabis,,,monster berry
Koko Puffs,Arizona Organix,5.0,,koko puffs
Mimosa Cookies,Emerald Family Farms,5.0,,mimosa cookies
Conspiracy Kush Flower,Fifty Fold,,,conspiracy kush flower
Dominion G,LUVLI,,,dominion g
Chem Dawg,Bedford Grow,4.5,,chem dawg
Cherry Pie 28g,Noble Farms WA,,,cherry pie 28g
Grape Popinski #3,PUR,,,grape popinski #3
Bruce Banner #3,Garden Remedies,,,bruce banner #3
Cherry Pie 28g,Noble Farms WA,,,cherry pie 28g
Orange Cake,Emerald Jane's,,,orange cake
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Bruce Banner,Cold Brook Cannabis,,,bruce banner
Tester 51,710 Labs,,,tester 51
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Gold Shelf Blurple,LivWell,,,gold shelf blurple
Red Dragon Studio Pre-roll,Marley Natural,,,red dragon studio pre-roll
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Agent Orange Flower,Cliffside Cannabis,,,agent orange flower
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Hash Haze,Terrapin Care Station,3.9,,hash haze
Wookies Flower,Cliffside Cannabis,,,wookies flower
Orange Bubblegum,Gabriel,5.0,,orange bubblegum
Dutch Treat,Sauce Boss,,,dutch treat
Firehouse Diesel,Western Cultured by Hannah Industries,,,firehouse diesel
Fruit Punch,Gardens of Weeden,,,fruit punch
Ice Cream Cake (1oz./28g) - Private Stock,Claybourne Co.,,,ice cream cake  - private stock
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Fuzzy Navel,Ripped City Gardens,,,fuzzy navel
Little Buds: Raspberry Kush,Project M,,,little buds: raspberry kush
Diesel Moonshine,Sunday Goods,,,diesel moonshine
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Cruise 206,Canndescent,,,cruise 206
OZK,WONDERBRETT,,55.0,ozk
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Diamond Blueberry Muffin,Sublime Brands,,,diamond blueberry muffin
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Cinde's Banana,High Grade AZ,,,cinde's banana
Humboldt Dream,Bloom Cannabis,,,humboldt dream
Original Glue Pebbles,Apothca,,,original glue pebbles
Purple Panty Dropper ,Dawg Star,,,purple panty dropper
KT Dawg,Cresco Cannabis,,,kt dawg
Jillybean,Hug Farms,,,jillybean
Golden State Banana,Elyon Cannabis,,,golden state banana
3rd Eyegasm,Belushi's Private Vault,,,3rd eyegasm
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Leftovers #11,LUVLI,,,leftovers #11
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Oregon Huckleberry,Svin Garden,,,oregon huckleberry
Do-Si-Dos,Arizona Organix,,,do-si-dos
OG Cookie,Emerald Family Farms,4.9,,og cookie
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Iditarod,Grassroots Cannabis,4.0,,iditarod
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Pink Picasso,WONDERBRETT,5.0,55.0,pink picasso
Golden Cherry Cookies,Phat Panda by Grow Op Farms,,,golden cherry cookies
Big Mama,Pacific Green Growers,,,big mama
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Lazy Bee Mango 3.5g,Lazy Bee Gardens,,,lazy bee mango 3.5g
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Abacus Premium CBD Hemp Flower,Industrial Hemp Farms - IHF LLC,,,abacus premium cbd hemp flower
Mom's Magic,Flow Kana,,,mom's magic
Orange Cake,High Grade AZ,4.5,,orange cake
SFV Whipp,Lowell Herb Co.,,,sfv whipp
Double OG Chem,Rebel Grown,,,double og chem
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Kimbo Kush,Mt Baker Growers,,,kimbo kush
Dutchy Flower (King Tut),Dutchy,,,dutchy flower
Ewok,Artizen Cannabis,,,ewok
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
The Bandit of Kabul ,Grassroots Cannabis,,,the bandit of kabul
Grape Kool Aid,Cold Brook Cannabis,5.0,,grape kool aid
Cherry Cake,House of Cultivar,,,cherry cake
Meltdown ,matter.,4.6,,meltdown
Hash Haze,Terrapin Care Station,3.9,,hash haze
D95 #6,Patriot Care,,,d95 #6
Freefall,Progressive Grow Labs,,,freefall
Vortex Kush Popcorn,Arizona Organix,,,vortex kush popcorn
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Wedding Cake ,House of Cultivar,,,wedding cake
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Coogies Flower,Cloud Cover Cannabis,5.0,,coogies flower
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Cream Hybrid,PHB Growers & Processors,,,cream hybrid
Power Kush,Nature's,,,power kush
Z-7 CBD,Bold Cultivation,5.0,,z-7 cbd
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Strawberry Banana (1/8th/3.5g),Claybourne Co.,,,strawberry banana
Blackbeards Gold,Freddy's Fuego,,,blackbeards gold
Caramel Apple Gelato,Harvest,,,caramel apple gelato
Blackberry Ananda,Lowell Herb Co.,,,blackberry ananda
Pretty Wicked,Mojave,5.0,,pretty wicked
Lemon Jack,Pacific Reserve,4.5,,lemon jack
Strawberry Fields,Guest Strain,5.0,,strawberry fields
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Platinum White Fire OG,High Grade AZ,,,platinum white fire og
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Guilded Lime,Ervana,,,guilded lime
Strawnana,Danky McNuggy,,,strawnana
Banjo,Lowell Herb Co.,,,banjo
Blue Sugar Cookies Flower,Cloud Cover Cannabis,,,blue sugar cookies flower
gLeaf Cookie and Cream #1 and #3,Green Leaf Medical (gLeaf),,,gleaf cookie and cream #1 and #3
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Monster Cookies Popcorn,Bloom Cannabis,,,monster cookies popcorn
Lemon Bar,Cream of the Crop Gardens,,,lemon bar
CSG,Sky Standard Gardens,,,csg
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Chem D Smalls,Mohave Cannabis Co,,,chem d smalls
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Ghee Butter,Top Shelf Health And Wellness,,,ghee butter
Chemdog 91,Lowell Herb Co.,,,chemdog 91
Timewreck,Forbidden Farms,,,timewreck
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Hashberry Marley Black Flower ,Marley Natural,,,hashberry marley black flower
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Animal Cookies,Williams Wonder Farms,,,animal cookies
[SBS] Strawberry Banana Sherbet ,matter.,5.0,,[sbs] strawberry banana sherbet
Cookies and Cream Flower,Bling Factory,,,cookies and cream flower
Hash Haze,Terrapin Care Station,3.9,,hash haze
Blue Dream,Project M,,,blue dream
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Nepali Jam,Northern Emeralds,,,nepali jam
Strawberry Valley,Flow Kana,,,strawberry valley
Original Glue (GG4) (24.45% THC),SevenFive Farm,,,original glue
Zprite Popcorn,Arizona Organix,,,zprite popcorn
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Moonrise,Sira Naturals,4.9,,moonrise
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Sunshine Lime,Plan C Farms,,,sunshine lime
Lifter Flower,HoneyRoot Wellness,,25.0,lifter flower
Frostitute,Red Dirt Sungrown,,,frostitute
Sakura,Western Cultured by Hannah Industries,,,sakura
Tahoe Sherbet,Boggy Boon,,,tahoe sherbet
Prime Popcorn,Artizen Cannabis,,,prime popcorn
Banana OG,Frontier Farms,,,banana og
Sour Tangie,SKöRD,,,sour tangie
Dutchy Flower (Blue Cheese),Dutchy,,,dutchy flower
Triangle Kush X Chem De La Chem,Culta,,,triangle kush x chem de la chem
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Zelly's Gift Studio Flower,Marley Natural,,,zelly's gift studio flower
Tropicanna Cookies,Seattle's Private Reserve - SPR,,,tropicanna cookies
Crazy Train Haze,verano,,,crazy train haze
Orange Fizz,Applegate Valley Organics,,,orange fizz
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Jackpot,Lowell Herb Co.,,,jackpot
Lava Cake,Harvest,,,lava cake
Ice Cream Cake (1oz./28g),Claybourne Co.,,,ice cream cake
Chem #4 OG,Native Roots,4.0,,chem #4 og
Durbert,House of Cultivar,,,durbert
Strawberry Guava,Phat Panda by Grow Op Farms,,,strawberry guava
Tangolina Jolie,GreenRush Cannabis,,,tangolina jolie
Durbert,House of Cultivar,,,durbert
Sour Diesel x LK,UKU,,,sour diesel x lk
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Oregon Sour,Fox Hollow Flora,,,oregon sour
Cookies Glue,House of Cultivar,,,cookies glue
Hash Bar OG,Mountain Sun Botanicals,,,hash bar og
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Orange Apricot,Bloom Cannabis,5.0,,orange apricot
Sorbet,Lemonnade,,,sorbet
Little Buds: Chocolope,Project M,,,little buds: chocolope
Crown Reserve Premium Tier,Royal Choice Farms,,,crown reserve premium tier
Dragon's Breath,Medhemporium,,45.0,dragon's breath
Black Jack,DTF - Downtown Flower,,10.0,black jack
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Gold Shelf Pootie Tang,LivWell,,,gold shelf pootie tang
Cinderella 99,Frontier Farms,,,cinderella 99
L.I.T. Platinum,Tierra Grow,5.0,,l.i.t. platinum
Premium Royal Cherry Diesel,Arizona Organix,,,premium royal cherry diesel
Smartys,Marprod,,,smartys
Glookies,Moani Naturals,,,glookies
24K,Mt Baker Growers,,,24k
Purple Afghani,Northern Emeralds,,,purple afghani
Red Fire Cherry Tangie,Marley Natural,,,red fire cherry tangie
BODY Emerald City Kush (Indica) Flower – 3.5 grams,GrowHealthy,5.0,50.0,body emerald city kush  flower – 3.5 grams
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Foxxhole,Wicked Weed,,,foxxhole
Pink Pellegrino,Grow Sciences,,,pink pellegrino
White Poison,Terrapin Care Station,4.3,,white poison
Purple Wookies,Bloom Cannabis,,,purple wookies
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Sunberry,Sunshine Co-Op,,,sunberry
Gypsy Daydream,Downtown Cannabis Company,5.0,,gypsy daydream
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
White Tahoe Cookies,DOJA,,,white tahoe cookies
Alien Bubba Popcorn,Cresco Cannabis,,,alien bubba popcorn
Super Silver Haze,Curaleaf,,,super silver haze
Banana OG,Eureka Cultivation,,,banana og
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Rose Colored Glasses,LEAP FARMS,,,rose colored glasses
Hash Haze,Terrapin Care Station,3.9,,hash haze
Glazed Grape,Curaleaf,,,glazed grape
Orange Peel,Cream of the Crop Gardens,,,orange peel
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Blue Platinum 41,The Real King Cookie,,,blue platinum 41
Mixed,Sasquatch Cannabis Company,,,mixed
Rugburn OG,Sky Cannabis,4.0,,rugburn og
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Goo - Platinum Cookies,Flow Kana,,,goo - platinum cookies
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Private Reserve OG (Indica),Pacific Stone,5.0,,private reserve og
Sour Space Candy CBD Flower,Medhemporium,,30.0,sour space candy cbd flower
Little Buds: Lucky Charms,Project M,,,little buds: lucky charms
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Black Betty,Gnome Grown Organics,,,black betty
Panama Gold,Northern Emeralds,,,panama gold
White Widow Berry,Flav,,,white widow berry
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Cali-OG Flower,Cliffside Cannabis,,,cali-og flower
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Chem Dawg,Ilera Healthcare,,,chem dawg
GMO Cookies,Aeriz,,,gmo cookies
Obama Kush (Med),Oregon Roots,,,obama kush
Durban Poison Platinum Label,Northern Emeralds,,,durban poison platinum label
Big Black Indica,Moani Naturals,,,big black indica
BLUEBERRY SHORTCAKE,High Grade Vape,,,blueberry shortcake
Animal Mints,Gold Leaf Gardens,,,animal mints
Gorilla Sunset,Rochester Farms,,,gorilla sunset
Slurricane | NEST,Perch Harvests,,48.0,slurricane | nest
Original Glue (GG4),Moani Naturals,,,original glue
French Toast,SKöRD,,,french toast
Lemon OG,Aloha Botanics,,,lemon og
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Grease Monkey,Curaleaf,,,grease monkey
Premium Sheeple,Arizona Organix,,,premium sheeple
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
1/2 Oz Abacus Flower,"Humble Bee Gardens, Inc.",,65.0,1/2 oz abacus flower
Burning Tree,Arbors Wellness,4.0,,burning tree
Banana Split,Green Leaf Medical (gLeaf),,,banana split
Banana Split,Western Cultured by Hannah Industries,,,banana split
Fuelato,Connected Cannabis Co.,,,fuelato
Chemdawg 4,Matrix NV,,,chemdawg 4
Pugs Breath 7g,Noble Farms WA,,,pugs breath 7g
Terp Smoothie,Arizona Organix,5.0,,terp smoothie
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Slurricane,DTF - Downtown Flower,,,slurricane
Sherbet Marley Black Flower (Sunset Sherbet),Marley Natural,,,sherbet marley black flower
Dead Head OG,Curio Wellness,,,dead head og
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Trainwreck,Pilot Farm,,,trainwreck
Cosmos Creatine Flower,Cloud 9 Farms,,,cosmos creatine flower
Tri-Fi Cookies ,Mad Cow Genetics,,,tri-fi cookies
Capital G,Flow Kana,4.0,,capital g
Sour Diesel,Phat Panda by Grow Op Farms,,,sour diesel
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Wonka Bar,Copperstate Farms,5.0,,wonka bar
Deep Line Alchemy #7,District Cannabis,,,deep line alchemy #7
Banana Split,Western Cultured by Hannah Industries,,,banana split
Sangria Kush,Mother Magnolia Medicinals,5.0,,sangria kush
Big Smooth,Copperstate Farms,,,big smooth
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
GG4,GENESIS PHARMS,,,gg4
Crazy Train Haze,GOLDLEAF,,,crazy train haze
GG4 (f.k.a. Gorilla Glue #4),Vodis USA,4.5,,gg4
Purple Punch x Legend OG,Abundant Organics,,,purple punch x legend og
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Royal SFV OG,Northern Emeralds,,,royal sfv og
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Northern Lights Popcorn,Bloom Cannabis,,,northern lights popcorn
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Orange Fruity Pebbles,Headlight,,,orange fruity pebbles
Moby Dick,Cold Brook Cannabis,,,moby dick
SUVER HAZE - EIGHTH,The Locals Laboratory,,40.0,suver haze - eighth
Katsu Kush,Vodis USA,,,katsu kush
Golden Lemon,DTF - Downtown Flower,,10.0,golden lemon
Cookies and Cream Live Resin Cartridge 1g ,Buddies Brand,,,cookies and cream live resin cartridge 1g
