Name,Brand,Rating,Price,Race,Flavor,Dominance,THC,CBD,Terpenes,"Calm/Energize [-1,1]",Positive effects,Positive effects (reviews),Negative effects,Medical effects (reviews),Medical effects,Negative effects (reviews)
Cookies and Cream ,Cooks Canna,4.0,,hybrid,"['Sweet', 'Vanilla', 'Nutty']",THC Dominant,18–23% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.159,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 66%', 'Happy 62%', 'Euphoric 51%', 'Uplifted 48%', 'Creative 27%']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 32%', 'Depression 27%', 'Anxiety 25%', 'Pain 21%', 'Insomnia 18%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']","['Dry mouth 22%', 'Dry eyes 13%', 'Dizzy 5%', 'Anxious 3%', 'Paranoid 1%']"
Candyland (CBD),Black Tie CBD,5.0,9.0,sativa,"['Sweet', 'Earthy', 'Pungent']",THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.7717,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 62%', 'Uplifted 53%', 'Euphoric 50%', 'Relaxed 46%', 'Energetic 42%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 30%', 'Depression 28%', 'Anxiety 21%', 'Pain 19%', 'Fatigue 16%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']","['Dry mouth 21%', 'Dry eyes 13%', 'Anxious 5%', 'Dizzy 4%', 'Paranoid 3%']"
Agent Orange,Moani Naturals,,,hybrid,"['Citrus', 'Orange', 'Sweet']",THC Dominant,12–16% THC,< 1% CBD,"['Myrcene', 'Terpinolene', 'Pinene']",0.7894,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 61%', 'Uplifted 53%', 'Relaxed 43%', 'Energetic 42%', 'Euphoric 41%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Stress 36%', 'Anxiety 28%', 'Depression 27%', 'Pain 21%', 'Fatigue 14%']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Headaches']","['Dry mouth 28%', 'Dry eyes 15%', 'Paranoid 6%', 'Dizzy 5%', 'Anxious 4%']"
Motorbreath,Talking Trees Farms,,,,,THC Dominant,20–26% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Myrcene']",0.1193,,,,,,
Gelato,Ataraxia,,,hybrid,"['Sweet', 'Pungent', 'Berry']",THC Dominant,14–20% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",-0.1685,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Relaxed 54%', 'Happy 49%', 'Euphoric 46%', 'Uplifted 37%', 'Creative 27%']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Stress 27%', 'Anxiety 22%', 'Depression 22%', 'Pain 19%', 'Insomnia 11%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']","['Dry mouth 23%', 'Dry eyes 11%', 'Dizzy 4%', 'Paranoid 4%', 'Anxious 3%']"
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,,,THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.3794,,"['Relaxed 68%', 'Happy 55%', 'Euphoric 52%', 'Uplifted 40%', 'Sleepy 28%']",,"['Stress 32%', 'Pain 26%', 'Depression 25%', 'Anxiety 23%', 'Insomnia 19%']",,"['Dry mouth 26%', 'Dry eyes 13%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,,,THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.1455,,"['Happy 61%', 'Relaxed 58%', 'Euphoric 53%', 'Uplifted 46%', 'Creative 34%']",,"['Stress 35%', 'Depression 27%', 'Pain 26%', 'Anxiety 26%', 'Insomnia 14%']",,"['Dry mouth 26%', 'Dry eyes 14%', 'Dizzy 5%', 'Paranoid 5%', 'Anxious 4%']"
Zkittlez (CBD),Simply Crafted,5.0,25.0,indica,"['Sweet', 'Berry', 'Grape']",THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Humulene', 'Linalool']",-0.6124,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 48%', 'Happy 30%', 'Euphoric 27%', 'Uplifted 23%', 'Sleepy 20%']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Stress 19%', 'Depression 16%', 'Anxiety 16%', 'Pain 14%', 'Insomnia 10%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']","['Dry mouth 17%', 'Dry eyes 9%', 'Headache 3%', 'Dizzy 3%', 'Anxious 2%']"
Candyland (CBD),Black Tie CBD,5.0,9.0,sativa,"['Sweet', 'Earthy', 'Pungent']",THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.7717,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 62%', 'Uplifted 53%', 'Euphoric 50%', 'Relaxed 46%', 'Energetic 42%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 30%', 'Depression 28%', 'Anxiety 21%', 'Pain 19%', 'Fatigue 16%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']","['Dry mouth 21%', 'Dry eyes 13%', 'Anxious 5%', 'Dizzy 4%', 'Paranoid 3%']"
Chernobyl,Red Frog Cannabis,5.0,,hybrid,"['Citrus', 'Lime', 'Lemon']",THC Dominant,15–20% THC,< 1% CBD,"['Terpinolene', 'Myrcene', 'Caryophyllene']",0.778,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 55%', 'Uplifted 51%', 'Euphoric 49%', 'Relaxed 42%', 'Energetic 41%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Stress 37%', 'Depression 33%', 'Pain 28%', 'Anxiety 28%', 'Fatigue 15%']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Headaches']","['Dry mouth 28%', 'Dry eyes 16%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
Candyland (CBD),Black Tie CBD,5.0,9.0,sativa,"['Sweet', 'Earthy', 'Pungent']",THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.7717,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 62%', 'Uplifted 53%', 'Euphoric 50%', 'Relaxed 46%', 'Energetic 42%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 30%', 'Depression 28%', 'Anxiety 21%', 'Pain 19%', 'Fatigue 16%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']","['Dry mouth 21%', 'Dry eyes 13%', 'Anxious 5%', 'Dizzy 4%', 'Paranoid 3%']"
Sour Diesel ,Applegate Valley Organics,,,,,THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",0.8822,,"['Happy 61%', 'Uplifted 53%', 'Euphoric 53%', 'Energetic 49%', 'Creative 42%']",,"['Stress 38%', 'Depression 28%', 'Anxiety 28%', 'Pain 23%', 'Fatigue 13%']",,"['Dry mouth 34%', 'Dry eyes 19%', 'Paranoid 10%', 'Dizzy 8%', 'Headache 5%']"
Critical Kush (CBD),Simply Crafted,4.9,25.0,indica,"['Earthy', 'Pungent', 'Woody']",THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8753,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 79%', 'Happy 54%', 'Sleepy 47%', 'Euphoric 41%', 'Uplifted 30%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Pain 33%', 'Insomnia 29%', 'Depression 28%', 'Anxiety 27%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dry eyes 19%', 'Dizzy 7%', 'Anxious 4%', 'Paranoid 3%']"
Purple Punch,Copperstate Farms,,,indica,"['Sweet', 'Grape', 'Berry']",THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Pinene']",-0.8743,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 62%', 'Happy 42%', 'Euphoric 38%', 'Sleepy 36%', 'Uplifted 25%']","['Dry Mouth', 'Dry Eyes']","['Stress 27%', 'Anxiety 23%', 'Depression 21%', 'Pain 21%', 'Insomnia 20%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']","['Dry mouth 21%', 'Dry eyes 12%', 'Dizzy 5%', 'Anxious 3%', 'Headache 2%']"
Fire OG,Cowlitz Gold,,,hybrid,"['Lemon', 'Earthy', 'Citrus']",THC Dominant,16–21% THC,< 1% CBD,"['Myrcene', 'Limonene', 'Caryophyllene']",-0.1794,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 54%', 'Happy 53%', 'Euphoric 49%', 'Uplifted 38%', 'Hungry 28%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 35%', 'Anxiety 26%', 'Depression 25%', 'Pain 25%', 'Insomnia 22%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dry eyes 20%', 'Dizzy 8%', 'Paranoid 6%', 'Anxious 4%']"
Tres Dawg,Artizen Cannabis,,,hybrid,"['Citrus', 'Pungent', 'Sweet']",THC Dominant,,,,-0.1231,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Sleepy']","['Relaxed 54%', 'Euphoric 41%', 'Happy 37%', 'Sleepy 37%', 'Uplifted 37%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression 29%', 'Pain 29%', 'Stress 29%', 'Insomnia 25%', 'Anxiety 25%']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']","['Dry mouth 37%', 'Dry eyes 16%', 'Paranoid 8%', 'Anxious 4%', 'Dizzy 4%']"
Critical Kush (CBD),Simply Crafted,4.9,25.0,indica,"['Earthy', 'Pungent', 'Woody']",THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8753,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 79%', 'Happy 54%', 'Sleepy 47%', 'Euphoric 41%', 'Uplifted 30%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Pain 33%', 'Insomnia 29%', 'Depression 28%', 'Anxiety 27%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dry eyes 19%', 'Dizzy 7%', 'Anxious 4%', 'Paranoid 3%']"
Candyland (CBD),Black Tie CBD,5.0,9.0,sativa,"['Sweet', 'Earthy', 'Pungent']",THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.7717,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 62%', 'Uplifted 53%', 'Euphoric 50%', 'Relaxed 46%', 'Energetic 42%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 30%', 'Depression 28%', 'Anxiety 21%', 'Pain 19%', 'Fatigue 16%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']","['Dry mouth 21%', 'Dry eyes 13%', 'Anxious 5%', 'Dizzy 4%', 'Paranoid 3%']"
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,,,THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.3794,,"['Relaxed 68%', 'Happy 55%', 'Euphoric 52%', 'Uplifted 40%', 'Sleepy 28%']",,"['Stress 32%', 'Pain 26%', 'Depression 25%', 'Anxiety 23%', 'Insomnia 19%']",,"['Dry mouth 26%', 'Dry eyes 13%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
Purple Punch ,House of Cultivar,,,indica,"['Sweet', 'Grape', 'Berry']",THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Pinene']",-0.8743,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 62%', 'Happy 42%', 'Euphoric 38%', 'Sleepy 36%', 'Uplifted 25%']","['Dry Mouth', 'Dry Eyes']","['Stress 27%', 'Anxiety 23%', 'Depression 21%', 'Pain 21%', 'Insomnia 20%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']","['Dry mouth 21%', 'Dry eyes 12%', 'Dizzy 5%', 'Anxious 3%', 'Headache 2%']"
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,,,THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.3794,,"['Relaxed 68%', 'Happy 55%', 'Euphoric 52%', 'Uplifted 40%', 'Sleepy 28%']",,"['Stress 32%', 'Pain 26%', 'Depression 25%', 'Anxiety 23%', 'Insomnia 19%']",,"['Dry mouth 26%', 'Dry eyes 13%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
Purple Punch,Arizona Organix,,,indica,"['Sweet', 'Grape', 'Berry']",THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Pinene']",-0.8743,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 62%', 'Happy 42%', 'Euphoric 38%', 'Sleepy 36%', 'Uplifted 25%']","['Dry Mouth', 'Dry Eyes']","['Stress 27%', 'Anxiety 23%', 'Depression 21%', 'Pain 21%', 'Insomnia 20%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']","['Dry mouth 21%', 'Dry eyes 12%', 'Dizzy 5%', 'Anxious 3%', 'Headache 2%']"
Kong,Arizona Organix,,,hybrid,"['Citrus', 'Earthy', 'Flowery']",,,,,-0.7452,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Tingly']","['Relaxed 62%', 'Happy 44%', 'Euphoric 35%', 'Uplifted 29%', 'Sleepy 26%']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Stress 35%', 'Pain 34%', 'Anxiety 21%', 'Depression 20%', 'Insomnia 19%']","['Depression', 'Pain', 'Stress', 'Headache', 'Inflammation', 'Muscle Spasms']","['Dry mouth 24%', 'Dry eyes 14%', 'Dizzy 3%', 'Anxious 1%', 'Paranoid 1%']"
Fire OG,Artizen Cannabis,,,hybrid,"['Lemon', 'Earthy', 'Citrus']",THC Dominant,16–21% THC,< 1% CBD,"['Myrcene', 'Limonene', 'Caryophyllene']",-0.1794,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 54%', 'Happy 53%', 'Euphoric 49%', 'Uplifted 38%', 'Hungry 28%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 35%', 'Anxiety 26%', 'Depression 25%', 'Pain 25%', 'Insomnia 22%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dry eyes 20%', 'Dizzy 8%', 'Paranoid 6%', 'Anxious 4%']"
Burmese Kush,DOJA,,,hybrid,"['Earthy', 'Sweet', 'Pine']",THC Dominant,14–20% THC,< 1% CBD,,-0.301,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Giggly']","['Relaxed 58%', 'Happy 57%', 'Euphoric 50%', 'Uplifted 39%', 'Hungry 27%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Stress 37%', 'Pain 28%', 'Anxiety 25%', 'Depression 24%', 'Insomnia 22%']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Nausea', 'Headache']","['Dry mouth 32%', 'Dry eyes 18%', 'Headache 5%', 'Paranoid 5%', 'Dizzy 3%']"
OG Kush,Good Earth Cannabis,,,hybrid,"['Earthy', 'Pine', 'Woody']",THC Dominant,16–20% THC,< 1% CBD,"['Myrcene', 'Limonene', 'Caryophyllene']",-0.1832,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Happy 59%', 'Relaxed 54%', 'Euphoric 53%', 'Uplifted 40%', 'Hungry 33%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Stress 41%', 'Anxiety 31%', 'Pain 30%', 'Depression 26%', 'Insomnia 23%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']","['Dry mouth 38%', 'Dry eyes 23%', 'Paranoid 9%', 'Dizzy 9%', 'Headache 5%']"
Purple Trainwreck,Good Chemistry,,,hybrid,"['Earthy', 'Grape', 'Berry']",THC Dominant,14–17% THC,< 1% CBD,"['Terpinolene', 'Myrcene', 'Caryophyllene']",0.2346,"['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Uplifted']","['Euphoric 60%', 'Happy 56%', 'Relaxed 51%', 'Uplifted 44%', 'Creative 30%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Stress 41%', 'Pain 34%', 'Anxiety 32%', 'Depression 23%', 'Insomnia 14%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Muscle Spasms']","['Dry mouth 34%', 'Dry eyes 20%', 'Paranoid 7%', 'Dizzy 6%', 'Headache 4%']"
Banana OG,House of Cultivar,,,hybrid,"['Sweet', 'Earthy', 'Flowery']",THC Dominant,18–23% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Pinene']",-0.6779999999999999,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 55%', 'Euphoric 43%', 'Happy 42%', 'Sleepy 28%', 'Hungry 27%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 29%', 'Pain 26%', 'Anxiety 25%', 'Insomnia 23%', 'Depression 17%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headaches']","['Dry mouth 25%', 'Dry eyes 14%', 'Dizzy 8%', 'Paranoid 6%', 'Anxious 5%']"
Chemdawg,Treedom,5.0,,hybrid,"['Diesel', 'Earthy', 'Pungent']",,,,,,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']",,"['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']",,"['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']",
Lemon Meringue,Freddy's Fuego,,,sativa,"['Lemon', 'Citrus', 'Sweet']",THC Dominant,18–21% THC,< 1% CBD,"['Terpinolene', 'Caryophyllene', 'Pinene']",0.9844,"['Happy', 'Creative', 'Energetic', 'Talkative', 'Uplifted']","['Happy 59%', 'Uplifted 59%', 'Creative 45%', 'Energetic 44%', 'Euphoric 36%']",[],"['Stress 31%', 'Depression 29%', 'Anxiety 22%', 'Fatigue 17%', 'Headaches 11%']","['Depression', 'Stress', 'Lack of Appetite', 'Nausea', 'Headaches']","['Dry eyes 11%', 'Dry mouth 8%', 'Anxious 4%', 'Headache 4%', 'Dizzy 3%']"
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,,,THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.3794,,"['Relaxed 68%', 'Happy 55%', 'Euphoric 52%', 'Uplifted 40%', 'Sleepy 28%']",,"['Stress 32%', 'Pain 26%', 'Depression 25%', 'Anxiety 23%', 'Insomnia 19%']",,"['Dry mouth 26%', 'Dry eyes 13%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
Cookie Monster,,,,indica,"['Flowery', 'Sweet', 'Earthy']",THC Dominant,15–19% THC,< 1% CBD,"['Caryophyllene', 'Humulene', 'Limonene']",-0.7897,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Sleepy']","['Relaxed 77%', 'Happy 58%', 'Euphoric 49%', 'Sleepy 37%', 'Hungry 35%']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Pain 37%', 'Stress 35%', 'Anxiety 33%', 'Insomnia 28%', 'Lack of appetite 20%']","['Insomnia', 'Pain', 'Stress', 'Headache', 'Eye Pressure', 'Spasticity']","['Dry mouth 22%', 'Dry eyes 12%', 'Dizzy 4%', 'Anxious 3%', 'Paranoid 3%']"
Slurricane,DTF - Downtown Flower,,,,,THC Dominant,17–19% THC,< 1% CBD,,-0.7672,,"['Relaxed 33%', 'Happy 21%', 'Euphoric 18%', 'Uplifted 15%', 'Sleepy 12%']",,"['Anxiety 6%', 'Arthritis 3%', 'PTSD 3%', 'ADD/ADHD 1%', 'Bipolar disorder 1%']",,"['Dry eyes 6%', 'Dry mouth 6%', 'Dizzy 1%']"
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,,,THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.1455,,"['Happy 61%', 'Relaxed 58%', 'Euphoric 53%', 'Uplifted 46%', 'Creative 34%']",,"['Stress 35%', 'Depression 27%', 'Pain 26%', 'Anxiety 26%', 'Insomnia 14%']",,"['Dry mouth 26%', 'Dry eyes 14%', 'Dizzy 5%', 'Paranoid 5%', 'Anxious 4%']"
Professor Chaos,Tryke Companies,,,hybrid,"['Citrus', 'Pine', 'Pungent']",THC Dominant,,,,0.8974,"['Relaxed', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Happy 65%', 'Focused 60%', 'Creative 56%', 'Energetic 56%', 'Uplifted 52%']",['Dry Eyes'],"['Pain 43%', 'Depression 26%', 'Stress 26%', 'ADD/ADHD 21%', 'Anxiety 21%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headaches']","['Dry eyes 13%', 'Dizzy 8%', 'Dry mouth 4%', 'Headache 4%']"
Acapulco Gold,SWC,,,,,THC Dominant,15–20% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",0.8758,,"['Happy 62%', 'Uplifted 54%', 'Euphoric 48%', 'Creative 43%', 'Energetic 39%']",,"['Stress 36%', 'Depression 29%', 'Anxiety 27%', 'Pain 21%', 'Fatigue 17%']",,"['Dry mouth 25%', 'Dry eyes 16%', 'Paranoid 6%', 'Anxious 5%', 'Dizzy 4%']"
Scooby Snacks ,Arizona Organix,,,hybrid,"['Earthy', 'Pungent', 'Citrus']",THC Dominant,18–24% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Linalool']",-0.6602,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 75%', 'Happy 52%', 'Euphoric 46%', 'Uplifted 37%', 'Sleepy 33%']","['Dry Mouth', 'Dry Eyes']","['Stress 32%', 'Depression 29%', 'Pain 27%', 'Insomnia 24%', 'Anxiety 22%']","['Depression', 'Insomnia', 'Stress', 'Headaches', 'Inflammation']","['Dry mouth 17%', 'Dry eyes 8%', 'Headache 4%']"
Tina Danza,Bask,,,hybrid,"['Flowery', 'Pine']",THC Dominant,17–24% THC,< 1% CBD,,-0.6124,"['Relaxed', 'Hungry', 'Happy', 'Creative']",,['Dry Eyes'],,"['Depression', 'Insomnia', 'Stress', 'Lack of Appetite', 'Fatigue']",
Critical Kush (CBD),Simply Crafted,4.9,25.0,indica,"['Earthy', 'Pungent', 'Woody']",THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8753,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 79%', 'Happy 54%', 'Sleepy 47%', 'Euphoric 41%', 'Uplifted 30%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Pain 33%', 'Insomnia 29%', 'Depression 28%', 'Anxiety 27%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dry eyes 19%', 'Dizzy 7%', 'Anxious 4%', 'Paranoid 3%']"
Blue Haze,Mohave Cannabis Co,,,hybrid,"['Blueberry', 'Earthy', 'Sweet']",,,,,,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']",,"['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']",,"['Depression', 'Pain', 'Stress', 'Headaches', 'Inflammation']",
Sour Kosher,Garden Remedies,4.0,,,,THC Dominant,17–21% THC,< 1% CBD,"['Caryophyllene', 'Myrcene', 'Limonene']",,,,,,,
Grape Pie,Ilera Healthcare,4.4,,,,THC Dominant,11–20% THC,< 1% CBD,,,,,,,,
Sherbert ,Mohave Cannabis Co,,,,,THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",-0.2845,,"['Relaxed 58%', 'Happy 50%', 'Euphoric 43%', 'Uplifted 35%', 'Creative 25%']",,"['Stress 31%', 'Depression 24%', 'Anxiety 22%', 'Pain 22%', 'Insomnia 12%']",,"['Dry mouth 18%', 'Dry eyes 9%', 'Anxious 4%', 'Dizzy 3%', 'Paranoid 3%']"
Zkittlez (CBD),Simply Crafted,5.0,25.0,indica,"['Sweet', 'Berry', 'Grape']",THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Humulene', 'Linalool']",-0.6124,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 48%', 'Happy 30%', 'Euphoric 27%', 'Uplifted 23%', 'Sleepy 20%']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Stress 19%', 'Depression 16%', 'Anxiety 16%', 'Pain 14%', 'Insomnia 10%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']","['Dry mouth 17%', 'Dry eyes 9%', 'Headache 3%', 'Dizzy 3%', 'Anxious 2%']"
Candyland (CBD),Black Tie CBD,5.0,9.0,sativa,"['Sweet', 'Earthy', 'Pungent']",THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.7717,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 62%', 'Uplifted 53%', 'Euphoric 50%', 'Relaxed 46%', 'Energetic 42%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 30%', 'Depression 28%', 'Anxiety 21%', 'Pain 19%', 'Fatigue 16%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']","['Dry mouth 21%', 'Dry eyes 13%', 'Anxious 5%', 'Dizzy 4%', 'Paranoid 3%']"
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,,,THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.1455,,"['Happy 61%', 'Relaxed 58%', 'Euphoric 53%', 'Uplifted 46%', 'Creative 34%']",,"['Stress 35%', 'Depression 27%', 'Pain 26%', 'Anxiety 26%', 'Insomnia 14%']",,"['Dry mouth 26%', 'Dry eyes 14%', 'Dizzy 5%', 'Paranoid 5%', 'Anxious 4%']"
